TRACK_DATA_position;TRACK_DATA_height;TRACK_DATA_radius
770;0.32;160
771;0.32;160
772;0.32;160
773;0.32;160
774;0.32;160
775;0.32;160
776;0.32;160
777;0.32;160
778;0.33;160
779;0.33;160
780;0.33;160
781;0.33;160
782;0.33;160
783;0.33;160
784;0.33;160
785;0.33;160
786;0.33;160
787;0.34;160
788;0.34;160
789;0.34;160
790;0.34;160
791;0.34;160
792;0.34;160
793;0.34;160
794;0.34;160
795;0.34;160
796;0.35;160
797;0.35;160
798;0.35;160
799;0.35;160
800;0.35;160
801;0.35;160
802;0.35;160
803;0.35;160
804;0.35;160
805;0.36;160
806;0.36;160
807;0.36;160
808;0.36;160
809;0.36;160
810;0.36;160
811;0.36;160
812;0.36;160
813;0.37;160
814;0.37;160
815;0.37;160
816;0.37;160
817;0.37;160
818;0.37;160
819;0.37;160
820;0.37;160
821;0.37;160
822;0.38;160
823;0.38;160
824;0.38;160
825;0.38;160
826;0.38;160
827;0.38;160
828;0.38;160
829;0.38;160
830;0.38;160
831;0.38;160
832;0.39;160
833;0.39;160
834;0.39;160
835;0.39;160
836;0.39;160
837;0.39;160
838;0.39;160
839;0.39;160
840;0.39;160
841;0.39;160
842;0.39;160
843;0.40;160
844;0.40;160
845;0.40;160
846;0.40;160
847;0.40;160
848;0.40;160
849;0.40;160
850;0.40;160
851;0.40;160
852;0.40;160
853;0.40;160
854;0.40;160
855;0.40;160
856;0.40;160
857;0.40;160
858;0.40;160
859;0.40;160
860;0.40;160
861;0.40;160
862;0.40;160
863;0.40;160
864;0.40;160
865;0.40;160
866;0.40;160
867;0.40;160
868;0.40;160
869;0.40;160
870;0.40;160
871;0.40;160
872;0.40;160
873;0.40;160
874;0.40;160
875;0.40;160
876;0.40;160
877;0.40;160
878;0.40;160
879;0.40;160
880;0.40;160
881;0.40;160
882;0.40;160
883;0.40;160
884;0.40;160
885;0.40;160
886;0.40;160
887;0.40;160
888;0.40;160
889;0.40;160
890;0.40;160
891;0.40;160
892;0.40;160
893;0.40;160
894;0.40;160
895;0.40;160
896;0.40;160
897;0.40;160
898;0.40;160
899;0.40;160
900;0.40;160
901;0.40;160
902;0.40;160
903;0.40;160
904;0.40;160
905;0.40;160
906;0.40;160
907;0.40;160
908;0.40;160
909;0.40;160
910;0.40;160
911;0.40;160
912;0.40;160
913;0.40;160
914;0.40;160
915;0.40;160
916;0.40;160
917;0.40;160
918;0.40;160
919;0.40;160
920;0.40;160
921;0.40;160
922;0.40;160
923;0.40;160
924;0.40;160
925;0.40;160
926;0.40;160
927;0.40;160
928;0.40;160
929;0.40;160
930;0.40;160
931;0.40;160
932;0.40;160
933;0.40;160
934;0.40;160
935;0.40;160
936;0.40;160
937;0.40;160
938;0.40;160
939;0.40;160
940;0.40;160
941;0.40;160
942;0.40;160
943;0.40;160
944;0.40;160
945;0.40;160
946;0.40;160
947;0.40;160
948;0.40;160
949;0.40;160
950;0.40;160
951;0.40;160
952;0.40;160
953;0.40;160
954;0.40;160
955;0.40;160
956;0.40;160
957;0.40;160
958;0.40;160
959;0.40;160
960;0.40;160
961;0.40;160
962;0.40;160
963;0.40;160
964;0.40;160
965;0.40;160
966;0.40;160
967;0.40;160
968;0.40;160
969;0.40;160
970;0.40;160
971;0.40;160
972;0.40;160
973;0.40;160
974;0.40;160
975;0.40;160
976;0.40;160
977;0.40;160
978;0.40;160
979;0.40;160
980;0.40;160
981;0.40;160
982;0.40;160
983;0.40;160
984;0.40;160
985;0.40;160
986;0.40;160
987;0.40;160
988;0.40;160
989;0.40;160
990;0.40;160
991;0.40;160
992;0.40;160
993;0.40;160
994;0.40;160
995;0.40;160
996;0.40;160
997;0.40;160
998;0.40;160
999;0.40;160
1000;0.40;160
1001;0.40;160
1002;0.40;160
1003;0.40;160
1004;0.40;160
1005;0.40;160
1006;0.40;160
1007;0.40;160
1008;0.40;160
1009;0.40;160
1010;0.40;160
1011;0.40;160
1012;0.40;160
1013;0.40;160
1014;0.40;160
1015;0.40;160
1016;0.40;160
1017;0.40;160
1018;0.40;160
1019;0.40;160
1020;0.40;160
1021;0.40;160
1022;0.40;160
1023;0.40;160
1024;0.40;160
1025;0.40;160
1026;0.40;160
1027;0.40;160
1028;0.40;160
1029;0.40;160
1030;0.40;160
1031;0.40;160
1032;0.40;160
1033;0.40;160
1034;0.40;160
1035;0.40;160
1036;0.40;160
1037;0.40;160
1038;0.40;160
1039;0.40;160
1040;0.40;160
1041;0.40;160
1042;0.40;160
1043;0.40;160
1044;0.40;160
1045;0.40;160
1046;0.40;160
1047;0.40;160
1048;0.40;160
1049;0.40;160
1050;0.40;160
1051;0.40;160
1052;0.40;160
1053;0.40;160
1054;0.40;160
1055;0.40;160
1056;0.40;0
1057;0.40;0
1058;0.40;0
1059;0.40;0
1060;0.40;0
1061;0.40;0
1062;0.40;0
1063;0.40;0
1064;0.40;0
1065;0.40;0
1066;0.40;0
1067;0.40;0
1068;0.40;0
1069;0.40;0
1070;0.40;0
1071;0.40;0
1072;0.40;0
1073;0.40;0
1074;0.40;0
1075;0.40;0
1076;0.40;0
1077;0.40;0
1078;0.40;0
1079;0.40;0
1080;0.40;0
1081;0.40;0
1082;0.40;0
1083;0.40;0
1084;0.40;0
1085;0.40;0
1086;0.40;0
1087;0.40;0
1088;0.40;0
1089;0.40;0
1090;0.40;0
1091;0.40;0
1092;0.40;0
1093;0.40;0
1094;0.40;0
1095;0.40;0
1096;0.40;0
1097;0.40;0
1098;0.40;0
1099;0.40;0
1100;0.40;0
1101;0.40;0
1102;0.40;0
1103;0.40;0
1104;0.40;0
1105;0.40;0
1106;0.40;0
1107;0.40;0
1108;0.40;0
1109;0.40;0
1110;0.40;0
1111;0.40;0
1112;0.40;0
1113;0.40;0
1114;0.40;0
1115;0.40;0
1116;0.40;0
1117;0.40;0
1118;0.40;0
1119;0.40;0
1120;0.40;0
1121;0.40;0
1122;0.40;0
1123;0.40;0
1124;0.40;0
1125;0.40;0
1126;0.40;0
1127;0.40;0
1128;0.40;0
1129;0.40;0
1130;0.40;0
1131;0.40;0
1132;0.40;0
1133;0.40;0
1134;0.40;0
1135;0.40;0
1136;0.40;0
1137;0.40;0
1138;0.40;0
1139;0.40;0
1140;0.40;0
1141;0.40;0
1142;0.40;0
1143;0.40;0
1144;0.40;0
1145;0.40;0
1146;0.40;0
1147;0.40;0
1148;0.40;0
1149;0.40;0
1150;0.40;0
1151;0.40;0
1152;0.40;0
1153;0.40;0
1154;0.40;0
1155;0.40;0
1156;0.40;0
1157;0.40;0
1158;0.40;0
1159;0.40;0
1160;0.40;0
1161;0.40;0
1162;0.40;0
1163;0.40;0
1164;0.40;0
1165;0.40;0
1166;0.40;0
1167;0.40;0
1168;0.40;0
1169;0.40;0
1170;0.40;0
1171;0.40;0
1172;0.40;0
1173;0.40;0
1174;0.40;0
1175;0.40;0
1176;0.40;0
1177;0.40;0
1178;0.40;0
1179;0.40;0
1180;0.40;0
1181;0.40;0
1182;0.40;0
1183;0.40;0
1184;0.40;0
1185;0.40;0
1186;0.40;0
1187;0.40;0
1188;0.40;0
1189;0.40;0
1190;0.40;0
1191;0.40;0
1192;0.40;0
1193;0.40;0
1194;0.40;0
1195;0.40;0
1196;0.40;0
1197;0.40;0
1198;0.40;0
1199;0.40;0
1200;0.40;0
1201;0.40;0
1202;0.40;0
1203;0.40;0
1204;0.40;0
1205;0.40;0
1206;0.40;0
1207;0.40;0
1208;0.40;0
1209;0.40;0
1210;0.40;0
1211;0.40;0
1212;0.40;0
1213;0.40;0
1214;0.40;0
1215;0.40;0
1216;0.40;0
1217;0.40;0
1218;0.40;0
1219;0.40;0
1220;0.40;0
1221;0.40;0
1222;0.40;0
1223;0.40;0
1224;0.40;0
1225;0.40;0
1226;0.40;0
1227;0.40;0
1228;0.40;0
1229;0.40;0
1230;0.40;0
1231;0.40;0
1232;0.40;0
1233;0.40;0
1234;0.40;0
1235;0.40;0
1236;0.40;0
1237;0.40;0
1238;0.40;0
1239;0.40;0
1240;0.40;0
1241;0.40;0
1242;0.40;0
1243;0.40;0
1244;0.40;0
1245;0.40;0
1246;0.40;0
1247;0.40;0
1248;0.40;0
1249;0.40;0
1250;0.40;0
1251;0.40;0
1252;0.40;0
1253;0.40;0
1254;0.40;0
1255;0.40;0
1256;0.40;0
1257;0.40;0
1258;0.40;0
1259;0.40;0
1260;0.40;0
1261;0.40;0
1262;0.40;0
1263;0.40;0
1264;0.40;0
1265;0.40;0
1266;0.40;0
1267;0.40;0
1268;0.40;0
1269;0.40;0
1270;0.40;0
1271;0.40;0
1272;0.40;0
1273;0.40;0
1274;0.40;0
1275;0.40;0
1276;0.40;0
1277;0.40;0
1278;0.40;0
1279;0.40;0
1280;0.40;0
1281;0.40;0
1282;0.40;0
1283;0.40;0
1284;0.40;0
1285;0.40;0
1286;0.40;0
1287;0.40;0
1288;0.40;0
1289;0.40;0
1290;0.40;0
1291;0.40;0
1292;0.40;0
1293;0.40;0
1294;0.40;0
1295;0.40;0
1296;0.40;0
1297;0.40;0
1298;0.40;0
1299;0.40;0
1300;0.40;0
1301;0.40;0
1302;0.40;0
1303;0.40;0
1304;0.40;0
1305;0.40;0
1306;0.40;0
1307;0.40;0
1308;0.40;0
1309;0.40;0
1310;0.40;0
1311;0.40;0
1312;0.40;0
1313;0.40;0
1314;0.40;0
1315;0.40;0
1316;0.40;0
1317;0.40;0
1318;0.40;0
1319;0.40;0
1320;0.40;0
1321;0.40;0
1322;0.40;0
1323;0.40;0
1324;0.40;0
1325;0.40;0
1326;0.40;0
1327;0.40;0
1328;0.40;0
1329;0.40;0
1330;0.40;0
1331;0.40;0
1332;0.40;0
1333;0.40;0
1334;0.40;0
1335;0.40;0
1336;0.40;0
1337;0.40;0
1338;0.40;0
1339;0.40;0
1340;0.40;0
1341;0.40;0
1342;0.40;0
1343;0.40;0
1344;0.40;0
1345;0.40;0
1346;0.40;0
1347;0.40;0
1348;0.40;0
1349;0.40;0
1350;0.40;0
1351;0.40;0
1352;0.40;0
1353;0.40;0
1354;0.40;0
1355;0.40;0
1356;0.40;0
1357;0.40;0
1358;0.40;0
1359;0.40;0
1360;0.40;0
1361;0.40;0
1362;0.40;0
1363;0.40;0
1364;0.40;0
1365;0.40;0
1366;0.40;0
1367;0.40;0
1368;0.40;0
1369;0.40;0
1370;0.40;0
1371;0.40;0
1372;0.40;0
1373;0.40;0
1374;0.40;0
1375;0.40;0
1376;0.40;0
1377;0.40;0
1378;0.40;0
1379;0.40;0
1380;0.40;0
1381;0.40;0
1382;0.40;0
1383;0.40;0
1384;0.40;0
1385;0.40;0
1386;0.40;0
1387;0.40;0
1388;0.40;0
1389;0.40;0
1390;0.40;0
1391;0.40;0
1392;0.40;0
1393;0.40;0
1394;0.40;0
1395;0.40;0
1396;0.40;0
1397;0.40;0
1398;0.40;0
1399;0.40;0
1400;0.40;0
1401;0.40;0
1402;0.40;0
1403;0.40;0
1404;0.40;0
1405;0.40;0
1406;0.40;0
1407;0.40;0
1408;0.40;0
1409;0.40;0
1410;0.40;0
1411;0.40;0
1412;0.40;0
1413;0.40;0
1414;0.40;0
1415;0.40;0
1416;0.39;0
1417;0.39;0
1418;0.39;0
1419;0.39;0
1420;0.39;0
1421;0.39;0
1422;0.39;0
1423;0.38;0
1424;0.38;0
1425;0.38;0
1426;0.38;0
1427;0.38;0
1428;0.38;0
1429;0.37;0
1430;0.37;0
1431;0.37;0
1432;0.37;0
1433;0.37;0
1434;0.37;0
1435;0.36;0
1436;0.36;0
1437;0.36;0
1438;0.36;0
1439;0.36;0
1440;0.36;0
1441;0.35;0
1442;0.35;0
1443;0.35;0
1444;0.35;0
1445;0.35;0
1446;0.34;0
1447;0.34;0
1448;0.34;0
1449;0.34;0
1450;0.34;0
1451;0.33;0
1452;0.33;0
1453;0.33;0
1454;0.33;0
1455;0.32;0
1456;0.32;0
1457;0.32;0
1458;0.32;0
1459;0.31;0
1460;0.31;0
1461;0.31;0
1462;0.31;0
1463;0.30;0
1464;0.30;0
1465;0.30;0
1466;0.29;0
1467;0.29;0
1468;0.29;0
1469;0.29;0
1470;0.28;0
1471;0.28;0
1472;0.28;0
1473;0.27;0
1474;0.27;0
1475;0.27;0
1476;0.27;0
1477;0.26;0
1478;0.26;0
1479;0.26;0
1480;0.25;0
1481;0.25;0
1482;0.25;0
1483;0.24;0
1484;0.24;0
1485;0.24;0
1486;0.23;0
1487;0.23;0
1488;0.23;0
1489;0.22;0
1490;0.22;0
1491;0.22;0
1492;0.21;0
1493;0.21;0
1494;0.21;0
1495;0.20;0
1496;0.20;0
1497;0.20;0
1498;0.19;0
1499;0.19;0
1500;0.19;0
1501;0.18;0
1502;0.18;0
1503;0.18;0
1504;0.17;0
1505;0.17;0
1506;0.17;0
1507;0.16;0
1508;0.16;0
1509;0.16;0
1510;0.15;0
1511;0.15;0
1512;0.15;0
1513;0.14;0
1514;0.14;0
1515;0.14;0
1516;0.13;0
1517;0.13;0
1518;0.13;0
1519;0.12;0
1520;0.12;97
1521;0.12;97
1522;0.11;97
1523;0.11;97
1524;0.11;97
1525;0.11;97
1526;0.10;97
1527;0.10;97
1528;0.10;97
1529;0.09;97
1530;0.09;97
1531;0.09;97
1532;0.09;97
1533;0.08;97
1534;0.08;97
1535;0.08;97
1536;0.08;97
1537;0.07;97
1538;0.07;97
1539;0.07;97
1540;0.07;97
1541;0.06;97
1542;0.06;97
1543;0.06;97
1544;0.06;97
1545;0.06;97
1546;0.05;97
1547;0.05;97
1548;0.05;97
1549;0.05;97
1550;0.05;97
1551;0.05;97
1552;0.04;97
1553;0.04;97
1554;0.04;97
1555;0.04;97
1556;0.04;97
1557;0.04;97
1558;0.04;97
1559;0.03;97
1560;0.03;97
1561;0.03;97
1562;0.03;97
1563;0.03;97
1564;0.03;97
1565;0.03;97
1566;0.03;97
1567;0.03;97
1568;0.03;97
1569;0.03;97
1570;0.03;97
1571;0.03;97
1572;0.03;97
1573;0.03;97
1574;0.03;97
1575;0.03;97
1576;0.03;97
1577;0.03;97
1578;0.03;97
1579;0.03;97
1580;0.03;97
1581;0.03;97
1582;0.03;97
1583;0.03;97
1584;0.03;97
1585;0.03;97
1586;0.03;97
1587;0.03;97
1588;0.03;97
1589;0.03;97
1590;0.03;97
1591;0.04;97
1592;0.04;97
1593;0.04;97
1594;0.04;97
1595;0.04;97
1596;0.04;97
1597;0.04;97
1598;0.05;97
1599;0.05;97
1600;0.05;97
1601;0.05;97
1602;0.05;97
1603;0.05;97
1604;0.06;97
1605;0.06;97
1606;0.06;97
1607;0.06;97
1608;0.07;97
1609;0.07;97
1610;0.07;97
1611;0.07;97
1612;0.07;97
1613;0.08;97
1614;0.08;97
1615;0.08;97
1616;0.09;97
1617;0.09;97
1618;0.09;97
1619;0.09;97
1620;0.10;97
1621;0.10;97
1622;0.10;97
1623;0.11;97
1624;0.11;97
1625;0.11;97
1626;0.12;97
1627;0.12;97
1628;0.12;97
1629;0.13;97
1630;0.13;97
1631;0.13;97
1632;0.14;97
1633;0.14;97
1634;0.14;97
1635;0.15;97
1636;0.15;97
1637;0.16;97
1638;0.16;97
1639;0.16;97
1640;0.17;97
1641;0.17;97
1642;0.17;97
1643;0.18;97
1644;0.18;97
1645;0.19;97
1646;0.19;97
1647;0.19;97
1648;0.20;97
1649;0.20;97
1650;0.21;97
1651;0.21;97
1652;0.22;97
1653;0.22;97
1654;0.22;97
1655;0.23;97
1656;0.23;97
1657;0.24;97
1658;0.24;97
1659;0.24;97
